id,name,description,imageUrl,keywordDescriptions
1360,Miami Blues Women Sunglasses,"Women, Accessories, Eyewear, Sunglasses, Brown, Winter, 2016.0, Casual",http://assets.myntassets.com/v1/images/style/properties/14ab81b6d07b5e5bb53a41246a6f9a36_images.jpg,"a close up of sunglasses, a close up of sunglasses, close-up of a pair of sunglasses, a close up of a sunglasses"
1361,Peter England Men Blue Casual T-shirt,"Men, Apparel, Topwear, Tshirts, Blue, Fall, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/59e0220d312986fc20b312f39831aa4b_images.jpg,"a person in a blue shirt, a person wearing a blue shirt with an owl on it, a close-up of a person's face, a close up of a person's nose"
1362,Skagen Men Silver Dial Watch,"Men, Accessories, Watches, Watches, White, Winter, 2016.0, Casual",http://assets.myntassets.com/v1/images/style/properties/Skagen-Men-Silver-Dial-Watch_f075fd57dbef6c1be45b0acb3301b903_images.jpg,"a number in a circle, a close-up of a clock, a close-up of a clock"
1363,Aneri Women Chanchal Orange Kurta,"Women, Apparel, Topwear, Kurtas, Orange, Summer, 2012.0, Ethnic",http://assets.myntassets.com/v1/images/style/properties/7b33ad7dab105eca44210aa9b8ea6fc1_images.jpg,a close-up of a person
1364,Converse Unisex Casual Blue Slipper,"Unisex, Footwear, Flip Flops, Flip Flops, Blue, Summer, 2012.0, Casual",http://assets.myntassets.com/v1/images/style/properties/9281689a64f4932497fc5dd133bfb5b6_images.jpg,"a blue flip flop with white text, a blue flip flop with white text, a blue flip flop with white text, close-up of a blue slipper, a close up of a sign"
1365,Doodle Girl's Princess Lime Green Top,"Girls, Apparel, Topwear, Tshirts, Green, Fall, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/946a16f582f37cca07c9e49f64438dec_images.jpg,"a green shirt with a crown on it, a green shirt with a crown on it, a close up of a t-shirt, a green shirt with a crown on it, a close-up of a crown, close-up of a green shirt"
1366,Crocs Kids Girl's Keeley Bubblegum Fuchsia Kidswear,"Girls, Footwear, Sandal, Sandals, Pink, Summer, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/3a67ffa9bb59e99e6787e2322c99b3b0_images.jpg,a close-up of a pink shoe
1367,Levis Men Black & Grey Innerwear Vest,"Men, Apparel, Innerwear, Innerwear Vests, Grey, Summer, 2016.0, Casual",http://assets.myntassets.com/v1/images/style/properties/47d6a94f5dada7000665c7876246bf82_images.jpg,"a person in a tank top, a person in a tank top, a person wearing a tank top, a close-up of a person's chest, a close-up of a person's hair, a close-up of a person, a close up of a person's nose"
1368,Lino Perros Women Leatherette Beige Handbag,"Women, Accessories, Bags, Handbags, Beige, Winter, 2015.0, Casual",http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Leatherette-Beige-Handbage28767ed15b93718cf51217e7ec69eed_images.jpg,"a brown and tan handbag, a brown and tan purse, a close-up of a bag, a close up of a strap, a close up of a silver object, a close up of a purse, a close up of a leather belt with silver studs, a close up of a bag"
1369,Turtle Stripes Men Purple TShirt,"Men, Apparel, Topwear, Tshirts, Purple, Fall, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/418a0fee91b02798dc245539b4e0a955_images.jpg,"a person in a striped shirt, a person wearing a striped shirt, a close-up of a person's neck, a close-up of a person's chest, a close up of a person's nose, a person wearing a striped shirt"
1370,Fossil Women Salmon pink Wallet,"Women, Accessories, Wallets, Wallets, Rose, Winter, 2016.0, Casual",http://assets.myntassets.com/v1/images/style/properties/00dc7591ba6623c0c8df5d6b176a4bab_images.jpg,a close-up of a red wallet
1371,Black coffee Men Micheal Blue Slim Fit Shirt,"Men, Apparel, Topwear, Shirts, Blue, Fall, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/9f51081a565a92efa7bce5d47e5b1b59_images.jpg,"a person in a plaid shirt, a person in a plaid shirt, a close up of a belt, a person wearing a plaid shirt, a close-up of a person's hair, a close-up of a hand, a close up of a person's nose"
1372,Murcia Women Basket Bag Assorted Bag,"Women, Accessories, Bags, Handbags, Red, Winter, 2015.0, Casual",http://assets.myntassets.com/v1/images/style/properties/bd99388ae038600e149fccb5daff9a22_images.jpg,"a red crocheted bag, a red crocheted bag, a close up of a red and gold bag"
1373,Nike Men's AsVapor ss black T-shirt,"Men, Apparel, Topwear, Tshirts, Black, Summer, 2011.0, Sports",http://assets.myntassets.com/v1/images/style/properties/305f95ff62716611b8186ab5cbda287a_images.jpg,"a black shirt with a white swoosh on it, a black shirt with a white swoosh, a close-up of a black shirt, a black shirt with a white swoosh, close-up of a black shirt"
1374,United Colors of Benetton Men Stripes Black Sweater,"Men, Apparel, Topwear, Sweaters, Black, Fall, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/1af9879c44fa5cc63884d845fd518423_images.jpg,"a person in a striped sweater, a person wearing a striped shirt, a close-up of a person's hair, a close-up of a hand"
1375,Jealous 21 Women Printed Black Top,"Women, Apparel, Topwear, Tops, Black, Summer, 2012.0, Casual",http://assets.myntassets.com/v1/images/style/properties/7280c64af9dd2bff564a4898dbb58bf3_images.jpg,"a close-up of a person, a close-up of a person's body, close-up of a person's legs, a close up of a person's nose"
1376,Fabindia Women Anusuya Silver Earrings,"Women, Accessories, Jewellery, Earrings, Silver, Winter, 2016.0, Ethnic",http://assets.myntassets.com/v1/images/style/properties/43d71c2a7a00317d2a424bab49bae2db_images.jpg,"a pair of earrings with a brown stone, a pair of earrings with a brown stone, a close up of a pendant, a close up of a pendant, a close up of a glass, a close up of a lens, a pair of earrings with a brown stone"
1377,Ganuchi Men Navy Suede Casual Shoes,"Men, Footwear, Shoes, Casual Shoes, Navy Blue, Summer, 2012.0, Casual",http://assets.myntassets.com/v1/images/style/properties/Franco-Leone-Men-Franco-Leone-Formal-Shoes-BLUE-Blue-Formal-Shoes_2b7735028f4c4394e1a4a538866e032f_images.jpg,"a close up of a shoe, a close up of a shoe, a close up of a shoe, a close up of a shoe, close-up of a shoe laces, a close up of a shoe"
1378,Scullers For Her Women Scarf Shirt Black Tops,"Women, Apparel, Topwear, Shirts, Black, Fall, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/e2708b9515763dbfcb50810c2dae747e_images.jpg,"a close-up of a person's shirt, a close-up of a person's legs, a close-up of a person, a close-up of a tie, a close-up of a hand, a close-up of a hand"
1379,Free Authority Men's Retro Music White T-shirt,"Men, Apparel, Topwear, Tshirts, White, Summer, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/e923b74baac8a802a9d10388a8f4488a_images.jpg,"close-up of a pair of jeans, a close-up of a cassette tape, a close-up of a cassette tape"
1380,Asics Men's Gel Cushioning Grey Lime Sport Running Shoe,"Men, Footwear, Shoes, Sports Shoes, Grey, Spring, 2011.0, Sports",http://assets.myntassets.com/v1/images/style/properties/904148ec24283cff474a74070f0af0e5_images.jpg,"a close up of a shoe, a close-up of a running shoe, a close up of a shoe, a close-up of a running shoe, a close-up of a black and white shoe, a close-up of a shoe"
1381,Murcia Women Basket Thatch Beige Handbag,"Women, Accessories, Bags, Handbags, Beige, Summer, 2012.0, Casual",http://assets.myntassets.com/v1/images/style/properties/27b8d5b432e9117823053aac25b83b3e_images.jpg,"a tan woven bag with a handle, a tan woven bag with a handle, a close-up of a braided bag, a tan woven bag with a handle"
1382,ANT Kids Girls Printed Black Skirt,"Girls, Apparel, Bottomwear, Skirts, Black, Fall, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/67808521d25ccb25b0378cf3329c37bc_images.jpg,"a black and white skirt, a black and white skirt, a black and white skirt"
1383,Colorbar Apple Martini Nail Lacquer 06,"Women, Personal Care, Nails, Nail Polish, Green, Spring, 2017.0, Casual",http://assets.myntassets.com/assets/images/55893/2019/1/11/9f769f88-d397-4121-8685-96dd2c5e5ce41547186919126-Colorbar-Apple-Martini-Nail-Lacquer-06-8661547186918805-1.jpg,"a bottle of green nail polish, a close-up of a bottle of nail polish, a close-up of a bottle, a bottle of green nail polish"
1384,Myntra Men Blue Diet Extreme T-shirt,"Men, Apparel, Topwear, Tshirts, Blue, Summer, 2012.0, Casual",http://assets.myntassets.com/v1/images/style/properties/b9c4df8ca8746902e15a7784490ae726_images.jpg,"a person in a blue shirt, a close-up of a logo, a person in a blue shirt, a close-up of a person's hair, a close-up of a hand"
1385,Raymond Men Black Socks,"Men, Accessories, Socks, Socks, Black, Summer, 2016.0, Casual",http://assets.myntassets.com/v1/images/style/properties/444272e548f452c834a35febf5a40aa3_images.jpg,"a black sock on a white background, a black sock on a white background, a black sock on a white background, a close-up of a black fabric"
1386,John Players Men Printed Grey T-Shirt,"Men, Apparel, Topwear, Tshirts, Grey, Fall, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/00da7fda90b37013872c050135aeac02_images.jpg,"a person posing for a picture, a person wearing a grey shirt, a close up of a nose, a close-up of a red rose, a close-up of a person's hair"
1387,Gini and Jony Kids Boys Printed Brown Shirts,"Men, Apparel, Topwear, Shirts, Brown, Fall, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/2235fffd7ec9fe224f346cbf91a37b54_images.jpg,close-up of a black shirt
1388,Wrangler Men Urban Raiser Green Shirts,"Men, Apparel, Topwear, Shirts, Green, Fall, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/ae37ecbdd1a1801a59b16b79d78c2569_images.jpg,"a person wearing a plaid shirt, a close-up of a person, a close-up of a person's hair, a close up of a person's nose"
1389,Disney Kids Boy's Green Pooh Tiger Kidswear,"Boys, Apparel, Topwear, Tshirts, Green, Summer, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/4c4ce8ddde4d8b15eca3be222cd5f0e1_images.jpg,"a green shirt with cartoon characters on it, a cartoon character wearing a red shirt"
1390,Numero Uno Men Black Canvas Shoe,"Men, Footwear, Shoes, Casual Shoes, Black, Summer, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/88916c823be963597bc2836d1879d63b_images.jpg,"a black and white shoe, a black and white shoe, a close up of a shoe, a close-up of a black and white slipper, a close up of a label, a close up of a shoe"
1391,Fastrack Men Sunglasses,"Men, Accessories, Eyewear, Sunglasses, Brown, Winter, 2016.0, Casual",http://assets.myntassets.com/v1/images/style/properties/aaae3e18d2dfd65e5747f4929b6df89f_images.jpg,"a pair of sunglasses with brown lenses, a close-up of a pair of sunglasses"
1392,ADIDAS Women's Agashae Silver Shoe,"Women, Footwear, Shoes, Casual Shoes, Silver, Summer, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/ba0e74e9254a632fc7e7cb75511e87cb_images.jpg,"a silver shoe with white laces, a close-up of a shoe, close-up of a silver shoe"
1393,Lino Perros Women Leatherette Orange Handbag,"Women, Accessories, Bags, Handbags, Orange, Summer, 2012.0, Casual",http://assets.myntassets.com/v1/images/style/properties/42c19b825123727405857be96c426d9d_images.jpg,a close-up of a purse
1394,United Colors of Benetton Men Summer Grey Tshirts,"Men, Apparel, Topwear, Tshirts, Grey, Fall, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/028cd3f42f8d29b9228d533adfb66a9a_images.jpg,"a person wearing a grey shirt, a close-up of a person's face, a close-up of a person's hair, close up of a person's nose"
1395,BIBA Women Printed White Kurta,"Women, Apparel, Topwear, Kurtas, White, Summer, 2012.0, Ethnic",http://assets.myntassets.com/v1/images/style/properties/210c315db5697419c6a83d866ee7af3c_images.jpg,close-up of a person's dress
1396,ADIDAS Men White T-shirt,"Men, Apparel, Topwear, Tshirts, White, Summer, 2012.0, Casual",http://assets.myntassets.com/v1/images/style/properties/f405503613b0546e2611942104fa75f3_images.jpg,"a person in a white shirt, a person in a white shirt, a close up of a logo, a close-up of a person, a person wearing a white shirt, a close up of a person's face, a close up of a logo"
1397,Aneri Women Brown Printed Kurta,"Women, Apparel, Topwear, Kurtas, Brown, Summer, 2012.0, Ethnic",http://assets.myntassets.com/v1/images/style/properties/11b5a8a0dd47db0567ac05b30a9d45dc_images.jpg,a close-up of a hand
1398,Murcia Brown Self Design Shoulder Bag,"Women, Accessories, Bags, Handbags, Brown, Winter, 2015.0, Casual",http://assets.myntassets.com/v1/images/style/properties/647500b7c5289d2a0c726fc8bd0d237a_images.jpg,"a brown purse with gold stripes, a brown purse with yellow stripes, a close-up of a leather piece, a close-up of a brown bag, a brown leather strap with yellow stitching, a close-up of a metal clasp"
1399,Numero Uno Men Black Shoes,"Men, Footwear, Shoes, Casual Shoes, Black, Summer, 2013.0, Casual",http://assets.myntassets.com/v1/images/style/properties/cd515bf603050b3beb4cef70b3b5b889_images.jpg,"a black shoe with white stitching, a black shoe with white stitching, a close up of a watch, a close-up of a shoe, a close up of a shoe, a close-up of a shoe"
1400,Wrangler Men Warnick Square Block Navy Blue Shirts,"Men, Apparel, Topwear, Shirts, Navy Blue, Fall, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/b87d4eb39710b9e161c0ef18868893f9_images.jpg,"a person in a plaid shirt, a person wearing a plaid shirt, a close-up of a pair of jeans, a close up of a nose, a close-up of a person's hair"
1401,Diva Women Multi Coloured Kurt,"Women, Apparel, Topwear, Kurtas, Multi, Summer, 2012.0, Ethnic",http://assets.myntassets.com/v1/images/style/properties/DIVA-Women-Multi-Coloured-Kurt_7eaa353929f27e9d84bcefad3ca26fef_images.jpg,"a close-up of a dress, a close-up of a person's face"
1402,Scullers Women Check Black Shirt,"Women, Apparel, Topwear, Shirts, Black, Fall, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/26a02efa44396e1d9ee0d5ae19aa51be_images.jpg,"a person wearing a black and white plaid shirt, close-up of a black and white plaid shirt, a person wearing a black and white plaid shirt"
1403,Fastrack Men White Dial Watch,"Men, Accessories, Watches, Watches, White, Winter, 2016.0, Casual",http://assets.myntassets.com/v1/images/style/properties/87e1d889cb819d7261a0f88c44aaf2f1_images.jpg,"a close up of a watch, a close up of a watch"
1404,Nike Men Dunk Low Black Sports Shoes,"Men, Footwear, Shoes, Sports Shoes, Black, Summer, 2012.0, Sports",http://assets.myntassets.com/v1/images/style/properties/7cf4eb116010b81ae8764459c746a4d6_images.jpg,"a close up of a shoe, a close-up of a shoe"
1405,John Miller Men White & Black Check Shirt,"Men, Apparel, Topwear, Shirts, White, Fall, 2011.0, Formal",http://assets.myntassets.com/v1/images/style/properties/ef7a6c5993e06d3ef62df2c65c0c4127_images.jpg,"a close-up of a belt, a close-up of a person smiling, a close-up of a hand, a close-up of a hand, a close-up of a person's hair"
1406,Carlton London Women Coffee Brown Desert Boots,"Women, Footwear, Shoes, Flats, Coffee Brown, Winter, 2012.0, Casual",http://assets.myntassets.com/v1/images/style/properties/Carlton-London-Women-Casual-Brown-Desert-Boots_2d456013cbb1d1886eeda45fe7a674f1_images.jpg,"a brown shoe with laces, a close-up of a shoe, a close up of a shoe lace, a close-up of a shoe"
1407,Lino Perros Women Leatherette Off White Handbag,"Women, Accessories, Bags, Handbags, Off White, Summer, 2012.0, Casual",http://assets.myntassets.com/v1/images/style/properties/e15ff2c6332cc15a1c126f49e0ece5cd_images.jpg,"a close-up of a purse, close-up of a purse, a close-up of a wallet"
1408,Tokyo Talkies Women White Printed T-shirt,"Women, Apparel, Topwear, Tshirts, White, Summer, 2012.0, Casual",http://assets.myntassets.com/v1/images/style/properties/4bb11f70090243099b9ebc0875d9b140_images.jpg,"a person wearing a white shirt, a close-up of a person's legs, a close-up of a person's face, a close-up of a hand"
1409,Manchester United Men Printed Navy Blue Cap,"Men, Accessories, Headwear, Caps, Navy Blue, Fall, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/cada991cb828ba80b3b9dcf584d5431c_images.jpg,"a close-up of a logo, a white letter on a black background, a close-up of a hat"
1410,Olay Women Total Effects Anti-Ageing Eye Cream,"Women, Personal Care, Skin Care, Eye Cream, Black, Spring, 2017.0, Casual",http://assets.myntassets.com/v1/images/style/properties/Olay-Women-Total-Effects-Anti-Ageing-Eye-Cream_f01717745be1cbb1a11b371c4c0805f5_images.jpg,a close-up of a cream container
1411,Puma Unisex Big Cat Red Backpacks,"Unisex, Accessories, Bags, Backpacks, Red, Fall, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/a8a3779e5638758875addbf81bd6c657_images.jpg,"a red and black backpack, a red backpack with a logo on it, close-up of a black bag handle, a close-up of a gun"
1412,Doodle Kids Boys Soccer Blue T-Shirt,"Boys, Apparel, Topwear, Tshirts, Blue, Fall, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/5df6d925769044657cd5b801e88cde80_images.jpg,a close-up of a blue sweater
1413,ADIDAS Men's Adi Ultra Low White Red Shoe,"Men, Footwear, Shoes, Sports Shoes, White, Summer, 2011.0, Sports",http://assets.myntassets.com/v1/images/style/properties/107baf7a0deef2a25c086c1b91a9b117_images.jpg,"a white and red shoe, a white and red shoe, a close up of a shoe, a close up of a shoe, a white and red shoe, a close up of a shoe"
1414,Jockey Women Blue Briefs,"Women, Apparel, Innerwear, Briefs, Blue, Winter, 2015.0, Casual",http://assets.myntassets.com/v1/images/style/properties/1a0dec818e79cc47d1fb1eb5bc200b85_images.jpg,"a pair of blue underwear, a pair of blue underwear, a pair of blue underwear, a close up of a fabric, a close-up of a label, a close up of a blue object, a white background with black and white clouds"
1415,Flying Machine Men Printed White Shirt,"Men, Apparel, Topwear, Shirts, White, Summer, 2012.0, Casual",http://assets.myntassets.com/v1/images/style/properties/02fc0c611bca206ed4cd2e0bd17bfd8d_images.jpg,"a person in a white shirt, a person wearing a white shirt, a close up of a person's face"
1416,W Women Printed Purple Kurtas,"Women, Apparel, Topwear, Kurtas, Purple, Summer, 2011.0, Ethnic",http://assets.myntassets.com/v1/images/style/properties/aa241aaac550041f37706b5ace5b6139_images.jpg,"a person in a dress, a close-up of a person, a close-up of a person's leg"
1417,Catwalk Women Red Wedges,"Women, Footwear, Shoes, Heels, Red, Winter, 2015.0, Casual",http://assets.myntassets.com/v1/images/style/properties/Catwalk-Women-Red-Sandals_281ad9e5178e042f83c3fbed168fc33f_images.jpg,"a close-up of a red sandal, a close-up of a red shoe"
1418,Envirosax Women Black Bag,"Women, Accessories, Bags, Handbags, Black, Summer, 2012.0, Casual",http://assets.myntassets.com/v1/images/style/properties/1061b8a77181a521ac35529c8b4093ef_images.jpg,"a black and white bag with flowers, a black and white bag with white flowers, a black and white hat with a white background, a white flower on a black background, a white tie with a hole in the middle, a white object on a black background, a close-up of a white object, a white animal on a black background, a close-up of a painting"
1419,Park Avenue Men Blue Tie,"Men, Accessories, Ties, Ties, Blue, Summer, 2012.0, Casual",http://assets.myntassets.com/v1/images/style/properties/Park-Avenue-Men-Blue-Tie_a376bf208c4edf9ce0bf475752d1e053_images.jpg,"a blue tie with white dots, a close-up of a blue tie"
1420,Nike Men's Lunareclipse+ Navy Blue Shoe,"Men, Footwear, Shoes, Sports Shoes, Navy Blue, Summer, 2011.0, Sports",http://assets.myntassets.com/v1/images/style/properties/7af18eea9b09c106c1ca39885b3bbba6_images.jpg,"a close up of a shoe, a close-up of a black shoe, a close up of a shoe, a close up of a shoe, a close up of a shoe"
1421,Lee Cooper Men Brown Sandals,"Men, Footwear, Sandal, Sandals, Brown, Fall, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/13899ac02a03aed19d4defc6492227cb_images.jpg,"a brown sandal with a black sole, a close-up of a brown leather shoe, a close-up of a brown sandal"
1422,Baggit Women Highway Cruise Grey Wallet,"Women, Accessories, Wallets, Wallets, Grey, Winter, 2015.0, Casual",http://assets.myntassets.com/v1/images/style/properties/38a20fca82605eb0a40fb1b6ad3e66b6_images.jpg,"a close-up of a purse, a close-up of a leather strap, a close up of a black object"
1423,John Miller Men Striped Brown Trousers,"Men, Apparel, Bottomwear, Trousers, Brown, Summer, 2012.0, Formal",http://assets.myntassets.com/v1/images/style/properties/9f9a0bfd23768fb4025ec227b89221bb_images.jpg,"a close-up of a black shoe, a close-up of a black shoe, a close-up of a person's pants, a close up of a belt, a close-up of a hand, close-up of a hand, close-up of a person's shirt and belt"
1424,Adrika Women Red Necklace,"Women, Accessories, Jewellery, Necklace and Chains, Red, Winter, 2015.0, Casual",http://assets.myntassets.com/v1/images/style/properties/34b4b02106bbcd5750fa20cef27c5486_images.jpg,a close up of a red object
1425,Nike Women Casual Purple Bag,"Women, Accessories, Bags, Handbags, Purple, Fall, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/9f3cad4aba9bceb6714e380c8cf80f31_images.jpg,"a purple bag with red text, a purple bag with red text, a purple strap with a white background, a purple bag with red text, a red text on a purple background, a close up of a logo, a close up of a logo"
1426,Bulchee Men Dark Brown Leather Belt,"Men, Accessories, Belts, Belts, Brown, Summer, 2013.0, Casual",http://assets.myntassets.com/v1/images/style/properties/Bulchee-Men-Dark-Brown-Leather-Belt5d1f05c4c32fd6c10cbe9832060814a3_images.jpg,"a black belt with a silver buckle, a black belt with a silver buckle, close-up of a metal belt buckle, a black belt with a silver buckle"
1427,Nike Men's As Read Black T-shirt,"Men, Apparel, Topwear, Tshirts, Black, Summer, 2011.0, Sports",http://assets.myntassets.com/v1/images/style/properties/3538d3a9235bdc7801f2e16637f924d1_images.jpg,a close-up of a black shirt
1428,Clarks Men Aston Mind Black Formal Shoe,"Men, Footwear, Shoes, Formal Shoes, Black, Spring, 2012.0, Formal",http://assets.myntassets.com/v1/images/style/properties/085ca3f771d55273c9c27b7816a597d8_images.jpg,"close-up of a black shoe, a close up of a black shoe, a close-up of a black boot"
1429,Kraus Jeans Women Brown Trousers,"Women, Apparel, Bottomwear, Trousers, Coffee Brown, Fall, 2012.0, Casual",http://assets.myntassets.com/v1/images/style/properties/38578acfc79a5e3bd4f3c707619956d2_images.jpg,"a close-up of a person's feet, a close-up of a person's shirt, a close-up of a foot, a close-up of a person's shirt"
1430,Scullers Men Checked Blue Shirt,"Men, Apparel, Topwear, Shirts, Blue, Summer, 2012.0, Casual",http://assets.myntassets.com/v1/images/style/properties/c826b5f46b8f2ab247caab0c6076751b_images.jpg,"a person in a blue and white checkered shirt, a person wearing a blue and white checkered shirt, a close-up of a button on a shirt, close-up of a person's legs, a close-up of a person, a close up of a person's hair"
1431,Probase Men Solid Black  Polo T-shirts,"Men, Apparel, Topwear, Tshirts, Black, Fall, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/b42255f3f4d066dfd91255c5b48cccfb_images.jpg,"a close-up of a t-shirt, a close-up of a person's hair, a close up of a person's nose, a close-up of a black shirt, a person wearing a black shirt"
1432,Guerrilla Men's Move It Move On Green T-shirt,"Men, Apparel, Topwear, Tshirts, Yellow, Summer, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/ee08a4e3e4db67383782983c9c33fdd4_images.jpg,"a person wearing a yellow shirt with penguins on it, a person wearing a yellow shirt with penguins on it, a group of penguins on a yellow background, a cartoon of a penguin"
1433,Vans Men Black Casual Shoes,"Men, Footwear, Shoes, Casual Shoes, Black, Spring, 2012.0, Casual",http://assets.myntassets.com/v1/images/style/properties/Vans-Men-Black-Chukka-Boots_d4b20162cdbe625ad3aeb7c2d3144762_images.jpg,"a black shoe with laces, a black shoe with laces, a black shoe with laces, a close-up of a black shoe, a close-up of a shoe, a close-up of a shoe, a close-up of a shoe"
1434,Puma Women Chill Grip Black Handbag,"Women, Accessories, Bags, Handbags, Black, Fall, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/e36ab1c42b0d98f435415bbe4ef04439_images.jpg,"a black bag with a handle, a black bag with a handle, a black leather purse with white trim, a close-up of a belt, a close up of a black bag"
1435,Indigo Nation Men Striped Red Shirt,"Men, Apparel, Topwear, Shirts, Red, Summer, 2012.0, Formal",http://assets.myntassets.com/v1/images/style/properties/1a7a57dcb73e374bcd6f50834046bdd1_images.jpg,"a person wearing a red and white striped shirt, a close-up of a person's pants, a close-up of a person, a close-up of a person's shirt, a close up of a person's nose, a close-up of a hand, a close up of a hand, a close-up of a red white and blue striped underwear"
1436,Pitaraa Silver Fish Scale Necklace,"Women, Accessories, Jewellery, Necklace and Chains, Silver, Fall, 2012.0, Casual",http://assets.myntassets.com/v1/images/style/properties/dc3248549c1ea546bbd298c93666d68a_images.jpg,"a silver necklace with a chain, a silver necklace with a pattern on it, a black and white photo of a tunnel, a silver beaded necklace"
1437,Spalding Unisex Blue Basketball,"Unisex, Sporting Goods, Sports Equipment, Basketballs, Blue, Fall, 2011.0, Sports",http://assets.myntassets.com/v1/images/style/properties/9a7b7479639811318619e2e9b9f4115d_images.jpg,"a white letter on a blue surface, a close-up of a blue and white sign"
1438,Lee Men Purple Check Shirt,"Men, Apparel, Topwear, Shirts, Purple, Fall, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/a8096b032ac20a3953ac693a70134e2b_images.jpg,"a person wearing a purple and white plaid shirt, a close-up of a person, a close up of a person's nose, a close-up of a person's hair"
1439,Turtle Men Black Reversible Leather Belt,"Men, Accessories, Belts, Belts, Black, Summer, 2012.0, Formal",http://assets.myntassets.com/v1/images/style/properties/Turtle-Men-Reversible-Leather-Black-Belt_154d84cf6823e078fa9865ec22dca198_images.jpg,"a black belt with a silver buckle, a black belt with a silver buckle, a black belt with a silver buckle, a close-up of a belt buckle"
1440,Ray-Ban Men Caribbean Brown Sunglasses,"Men, Accessories, Eyewear, Sunglasses, Brown, Winter, 2016.0, Casual",http://assets.myntassets.com/v1/images/style/properties/d1210f62c7a012938df564b3e7a88079_images.jpg,"a pair of sunglasses on a white background, a close-up of a pair of sunglasses, a close-up of a pair of sunglasses, a close-up of a pair of sunglasses"
1441,United Colors of Benetton Women Solid Black Handbags,"Women, Accessories, Bags, Handbags, Black, Summer, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/4c5d9bcce21df6891e68659e2af5ba38_images.jpg,"a close up of a bag, close-up of a zipper, close-up of a zipper, a close up of a purse, a close up of a belt"
1442,Scullers Men Price Catch Black Shirts,"Men, Apparel, Topwear, Shirts, Black, Fall, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/94ff278a731ad83bf42f0b44ebd6e38b_images.jpg,"a person wearing a black and white checkered shirt, a close-up of a belt, a close-up of a person's pants, a close-up of a person's hair, a close-up of a person, a close-up of a hand, a close-up of a hand"
1443,Royal Diadem White Earrings,"Women, Accessories, Jewellery, Earrings, White, Summer, 2012.0, Ethnic",http://assets.myntassets.com/v1/images/style/properties/a64a49535db8494a3f677b2c1261e8a4_images.jpg,"a close-up of a pearl earring, a pair of earrings with pearls, a close up of a pearl, a close up of a pearl"
1444,Lucera Women Silver Earrings,"Women, Accessories, Jewellery, Earrings, Silver, Fall, 2012.0, Casual",http://assets.myntassets.com/v1/images/style/properties/1666af8d42673981631eb2a8c8a06b70_images.jpg,a pair of heart shaped earrings with diamonds
1445,Chromozome Men Grey & Black Trunks,"Men, Apparel, Innerwear, Trunk, Grey, Winter, 2016.0, Casual",http://assets.myntassets.com/v1/images/style/properties/86bebf5eae539fca71d37bfa00d4a8a8_images.jpg,"a person wearing a pair of grey boxer shorts, a person wearing a pair of grey boxer shorts, a person wearing a pair of grey boxer shorts, a close up of a person's chest, a close up of a headphones, a close up of a person's underwear, a close up of a mole"
1446,Baggit Women Mustard Challo Moly Purse,"Women, Accessories, Bags, Clutches, Mustard, Summer, 2012.0, Casual",http://assets.myntassets.com/v1/images/style/properties/2360282ecf13de2b1ee4dbf6aecdedeb_images.jpg,"close-up of a yellow purse, close-up of a yellow purse"
1447,Gini and Jony Kids Girls Printed White Tops,"Women, Apparel, Topwear, Tops, White, Fall, 2011.0, Casual",http://assets.myntassets.com/v1/images/style/properties/c784506bd792409c90fd033ffb9087a7_images.jpg,"a white tank top with a logo on it, a white tank top with silver text"
